"lnalpha","beta","lnalpha.c"
1.03339355742257,8.79175561613813e-05,1.13203562656702
1.65632047490608,0.000137261171124505,2.01603524519958
1.2884623496274,8.91134598829374e-05,1.48341840868986
1.02486382744,8.16748742004306e-05,1.1902221697172
1.57862991911938,0.000141384421255584,1.72139208651509
1.59339366792004,0.000113249452160569,1.75791859172383
1.17522907548488,7.53840107661926e-05,1.29204099636024
1.02730021449256,7.55235466616955e-05,1.16156863622083
1.09329843260173,5.7655547834609e-05,1.25179016049528
1.33926102794353,0.000106517648396353,1.58864414221819
1.47678574206078,9.97965462026837e-05,1.60368154490166
1.18556890160279,7.19185994790576e-05,1.32386642996199
1.04690266385475,5.3134445009975e-05,1.16590724838377
1.61860620773274,0.000159955302320033,1.83251206458933
1.3328591293025,9.7674858689591e-05,1.48378476634426
0.914790232562104,5.77884869764208e-05,1.08903397661466
0.901359958902439,5.48318978257178e-05,1.05527044153064
1.29237423761392,9.11592649840665e-05,1.42626991703139
1.50713601894377,0.000101192071609415,1.64435513068944
1.72745124793217,0.000139170213983467,1.83108729960737
1.79999636657673,0.000132048173181607,1.93545748630685
1.40388297330481,0.000116672967150382,1.50897182339717
1.85496972302346,0.000108793515256401,2.1032858649049
1.28535171037955,8.15852521179572e-05,1.61760711367137
1.26661330773531,8.95263206059339e-05,1.44242214493461
1.52341305414639,0.000148928025544435,1.61420027053531
1.72676585167841,0.000161836265160419,1.92832799730048
1.36575616559674,0.000106135003326574,1.68760401939073
1.47034662794782,0.000128741215715797,1.63203614055845
1.47626548848023,0.000106981965574716,1.59391873714649
0.979668599998907,7.24675198423644e-05,1.18675659018853
0.987832075842563,5.57118600734204e-05,1.15680400942711
1.44551304502917,0.000125136435505533,1.61338470735251
1.36923337707229,0.000117552650374314,1.5436113304636
1.35075697915873,0.000103998593831918,1.53799230172553
1.16192831781414,0.00011765172213337,1.31092648370969
1.49070955435259,0.000151507094063561,1.66574316470362
1.13371689339637,8.09781540346253e-05,1.24865263968477
0.925225480112979,6.81237973400038e-05,1.02301822768683
0.954614297712975,5.16975146446676e-05,1.08442712686468
1.4399601162576,0.000114063089606277,1.61403789840689
1.43530801636282,0.000103432349313667,1.69840811741684
0.992398080906752,5.72438736443579e-05,1.14005092427677
0.892631814761393,4.74767122544955e-05,1.01371088362603
0.814587548893556,5.35671070303465e-05,0.996915164767123
0.793864353486892,4.84592896591884e-05,0.961251547601959
0.810320973569262,3.59116212499642e-05,0.941077459540682
1.06516646202264,5.45509650170818e-05,1.20793595269886
1.2882272958335,8.98170831326819e-05,1.43455288515048
1.14431834652056,6.41060120317595e-05,1.25143013591953
1.37288908145165,0.000111970093152924,1.49503007874753
1.4530694164941,0.0001004276449585,1.52782503126911
1.94477055847023,0.000150256743433156,2.05726916854649
1.03915061793696,4.69947653027983e-05,1.1159118615048
1.28048254394032,0.000111122613726262,1.39468314399361
0.68981666479016,3.26374071282073e-05,0.836763301310872
1.11013543067147,6.77955493961914e-05,1.25531983828188
0.866149654473349,5.46920772744672e-05,1.04135148312718
0.842050447958001,3.93814205386325e-05,0.967147753061101
0.636770939004885,7.15359167404773e-06,0.79356048544349
0.64694272446832,2.49714071661777e-05,0.77593643731769
0.75301583687383,5.42855700526679e-05,0.940734473334031
1.18907643376273,7.20342718823273e-05,1.31335287504956
0.912869701374933,5.63483933952178e-05,0.997210966999511
1.23628957842977,8.7744992377719e-05,1.34733209812423
0.683146413155402,2.71908189856051e-05,0.782959747854538
0.726870349035324,1.5142790498231e-05,0.89946908743514
0.790238335305331,3.7509364677834e-05,0.923685223928433
0.833079093118199,3.97589190045325e-05,0.987718377125149
0.914244307027561,4.85536544756678e-05,1.04806964335743
0.747961729990471,3.33757407519861e-05,0.872645564411352
0.890950499259332,6.540514711544e-05,1.03172041806129
1.02894837842265,5.33206046961507e-05,1.20354300953378
