"","variable","chain1","chain2","chain3"
"1","B.sum",1.2432295021318,0.717590986074636,0.346439074158248
"2","D.sum",0.366462701749691,-1.13999027438995,-0.271431641608296
"3","N[1]",2.18236908512902,-1.30869157558374,-0.956231011226759
"4","N[2]",-1.17918079900664,-0.135732028168619,-2.09869583366992
"5","N[3]",0.284320806820513,-0.921520182569822,-1.0438848844071
"6","N[4]",0.67925979421355,2.00000990912295,0.26886492748184
"7","N[5]",-0.642136181077742,1.4418512172768,0.505228581824112
"8","N[6]",0.84569831228535,-0.257205248145151,0.182843018020013
"9","N[7]",-0.812794401543708,-0.968077881119379,-0.434080439053843
"10","N[8]",-2.34816681066808,0.130873157566108,-0.138107269648979
"11","N[9]",0.203841320342355,1.58607072332442,-0.753863742296049
"12","N[10]",0.0721117870549402,0.631181199613964,2.4583024222863
"13","N[11]",-0.72782415056575,0.651434564156404,-0.141476940677557
"14","N[12]",-0.569170610113025,-0.657418461783258,-1.23974925757366
"15","N[13]",-0.511441361627226,0.461719287649874,-1.18854404148768
"16","N[14]",-0.0761389938114512,-1.51998988158827,1.53477184473622
"17","N[15]",-0.561560043610125,-0.924843432334709,2.57161181130495
"18","N[16]",-1.01661947833363,-0.852041379458411,1.45046398745967
"19","N[17]",-0.506337149025458,0.503545564637215,0.737439282623612
"20","N[18]",-1.86956516613885,1.20199946594498,0.668247212890698
"21","N[19]",-2.18410018071492,-0.136689724322268,-0.648479453331858
"22","N[20]",2.37653187215103,-0.161393209897708,-0.178613832201074
"23","N[21]",1.02154578945232,-0.0945041549591968,-1.14615482142899
"24","N[22]",-0.522679317435121,-1.29498682709627,-0.736685420276005
"25","N[23]",-1.00429321472782,-0.384780188405876,-0.554004788201931
"26","N[24]",0.85002749709121,-2.24362763110636,1.16495556783048
"27","N[25]",0.514709076213791,-1.54746909108574,-0.223752551887256
"28","N[26]",-0.432913607970959,-1.03668668297846,1.53408283008906
"29","N[27]",0.597540598760047,0.155025133156161,-1.01250191194909
"30","N[28]",1.00139394494876,1.23178671576154,0.537040054015584
"31","N[29]",-0.779888110594906,1.78471956626397,-0.605091546309222
"32","N[30]",0.394928463278122,0.500708734324133,-0.579962210931948
