"","variable","point_estimate","Upper C.I.","converge"
"1","B.sum",1.00010350609196,1.00049599748292,"true"
"2","D.sum",1.01943616022243,1.04724845223097,"true"
"3","H.B[1]",1.00026494175509,1.00092393161948,"true"
"4","H.B[2]",0.999972803430832,0.999992133741188,"true"
"5","H.B[3]",1.00192140205435,1.00813852985765,"true"
"6","H.B[4]",1.00048426266718,1.00096859152901,"true"
"7","H.B[5]",0.999987039147388,1.00090684874495,"true"
"8","H.B[6]",1.00111398749746,1.00507310938958,"true"
"9","H.B[7]",0.999985987046232,1.00067936872543,"true"
"10","H.B[8]",1.00107628833756,1.00274306790215,"true"
"11","H.B[9]",1.00069894554881,1.00307154803943,"true"
"12","H.B[10]",1.00023325894351,1.00173397329589,"true"
"13","H.B[11]",1.00130856175854,1.00434027879481,"true"
"14","H.B[12]",0.999706438364966,1.00006567270272,"true"
"15","H.B[13]",1.00096267072733,1.00326429740606,"true"
"16","H.B[14]",1.00055892055522,1.00295254251312,"true"
"17","H.B[15]",1.0002310972275,1.00095133578922,"true"
"18","H.B[16]",0.999909734848306,0.999985509168593,"true"
"19","H.B[17]",1.0007936989736,1.00246578009596,"true"
"20","H.B[18]",1.00002407710279,1.00135338767953,"true"
"21","H.B[19]",1.00111819673607,1.00528928747243,"true"
"22","H.B[20]",1.00010423514233,1.00162490666438,"true"
"23","H.B[21]",1.0024398178473,1.01001150105158,"true"
"24","H.B[22]",1.00109074359389,1.00478084449905,"true"
"25","H.B[23]",1.00251875201665,1.00696938626673,"true"
"26","H.B[24]",1.00053246490943,1.00219776719574,"true"
"27","H.B[25]",1.00002092288328,1.00027390052659,"true"
"28","H.B[26]",1.00158232578147,1.00629342767921,"true"
"29","H.B[27]",1.0009034199371,1.00214830632879,"true"
"30","H.B[28]",1.00154535046456,1.003512807669,"true"
"31","H.B[29]",1.00212105040821,1.0053719547297,"true"
"32","H.B[30]",0.999791132808038,1.00037355211871,"true"
"33","H.B[31]",1.00144479085019,1.00529853550558,"true"
"34","H.B[32]",1.0002096949607,1.00186399913159,"true"
"35","H.B[33]",1.00057860429591,1.00341054498679,"true"
"36","H.B[34]",1.00097002365379,1.00379915342444,"true"
"37","N[1]",1.00134425822611,1.00607725911771,"true"
"38","N[2]",0.999919820648213,1.00009813901784,"true"
"39","N[3]",1.00107424568576,1.00416601265242,"true"
"40","N[4]",1.00048193434455,1.00116398409541,"true"
"41","N[5]",1.00011832656658,1.00082863707141,"true"
"42","N[6]",1.00184125406502,1.00473398764163,"true"
"43","N[7]",1.00266190151957,1.01023402259592,"true"
"44","N[8]",1.00006317894284,1.00144127586664,"true"
"45","N[9]",1.00178658049171,1.00445274491082,"true"
"46","N[10]",1.00051440111084,1.00214582906736,"true"
"47","N[11]",1.00113674661133,1.00353720270394,"true"
"48","N[12]",1.00157947125063,1.00689479265816,"true"
"49","N[13]",1.00000955950464,1.00011646789988,"true"
"50","N[14]",0.999907234873756,1.00043035072123,"true"
"51","N[15]",1.00157896317119,1.00335072986716,"true"
"52","N[16]",1.00007752815241,1.00009169669306,"true"
"53","N[17]",1.00046537280107,1.00184063136576,"true"
"54","N[18]",0.999895294706908,1.00092556487287,"true"
"55","N[19]",1.00133218872684,1.00610523687726,"true"
"56","N[20]",1.00003843066379,1.00120809833392,"true"
"57","N[21]",1.00207615797733,1.00878954196871,"true"
"58","N[22]",1.00093391233302,1.00353149369484,"true"
"59","N[23]",1.00275353214605,1.00779046425687,"true"
"60","N[24]",1.00022388425767,1.0010792567768,"true"
"61","N[25]",1.00007561689426,1.00021011692238,"true"
"62","N[26]",1.001356560967,1.00592857890129,"true"
"63","N[27]",1.00109087577965,1.00228302553169,"true"
"64","N[28]",1.00144433496871,1.00369993460795,"true"
"65","N[29]",1.00300454490172,1.00739626405526,"true"
"66","N[30]",1.0009097448342,1.00268111212488,"true"
"67","N[31]",1.00136070429305,1.00583409005457,"true"
"68","N[32]",1.00029712201494,1.00207420793267,"true"
"69","N[33]",1.00028731262014,1.00217657187365,"true"
"70","N[34]",1.00310787935276,1.01204064277053,"true"
"71","N.ya[1,1]",1.00088207282471,1.00455030426781,"true"
"72","N.ya[2,1]",1.0033086344613,1.0128719037923,"true"
"73","N.ya[3,1]",1.00162086110254,1.00655715206728,"true"
"74","N.ya[4,1]",1.0005772341447,1.00329846301654,"true"
"75","N.ya[5,1]",1.0009640522234,1.0038183439753,"true"
"76","N.ya[6,1]",0.99961799937424,0.999771833297411,"true"
"77","N.ya[7,1]",1.0037196136916,1.01182782394107,"true"
"78","N.ya[8,1]",1.00253838913012,1.00766188167543,"true"
"79","N.ya[9,1]",1.00136487886311,1.00313794621923,"true"
"80","N.ya[10,1]",1.00082180802585,1.00429465108165,"true"
"81","N.ya[11,1]",1.00032185902917,1.00211600493991,"true"
"82","N.ya[12,1]",1.0001941028693,1.00173836181261,"true"
"83","N.ya[13,1]",0.999817164863125,1.00014954150458,"true"
"84","N.ya[14,1]",1.00028090306124,1.00092728542467,"true"
"85","N.ya[15,1]",1.00149699339151,1.00605038196278,"true"
"86","N.ya[16,1]",1.00054209779132,1.00063174554304,"true"
"87","N.ya[17,1]",0.999617366113179,0.999843668241309,"true"
"88","N.ya[18,1]",1.00003883159769,1.00109850743856,"true"
"89","N.ya[19,1]",1.0012209949882,1.00348272227485,"true"
"90","N.ya[20,1]",1.00030617608438,1.00217407662681,"true"
"91","N.ya[21,1]",1.00097099554885,1.00457993035444,"true"
"92","N.ya[22,1]",0.999581961805956,0.999595633666741,"true"
"93","N.ya[23,1]",1.00253069425515,1.00949336006177,"true"
"94","N.ya[24,1]",1.00104565869186,1.00403262601158,"true"
"95","N.ya[25,1]",1.00002083810309,1.00075184564824,"true"
"96","N.ya[26,1]",1.00108395672215,1.00403033679189,"true"
"97","N.ya[27,1]",1.00185528455027,1.00699557268159,"true"
"98","N.ya[28,1]",1.00425917670163,1.01544371518685,"true"
"99","N.ya[29,1]",1.001702540681,1.00585873517385,"true"
"100","N.ya[30,1]",1.00005767683008,1.00129186644465,"true"
"101","N.ya[31,1]",1.00053679796928,1.00254804918114,"true"
"102","N.ya[32,1]",1.00033700726178,1.00253762535641,"true"
"103","N.ya[33,1]",1.00153721042493,1.00660826393883,"true"
"104","N.ya[34,1]",1.00153630643633,1.00649915728326,"true"
"105","N.ya[1,2]",1.00093057830385,1.00431449323873,"true"
"106","N.ya[2,2]",1.00032898130589,1.00140350312247,"true"
"107","N.ya[3,2]",1.00026217182081,1.00146072226048,"true"
"108","N.ya[4,2]",1.00033975720797,1.00191098123868,"true"
"109","N.ya[5,2]",1.00002734109927,1.0001492175941,"true"
"110","N.ya[6,2]",1.00532594368494,1.01054721411305,"true"
"111","N.ya[7,2]",1.00162617244348,1.00663160704183,"true"
"112","N.ya[8,2]",1.00382641637964,1.01202593317422,"true"
"113","N.ya[9,2]",1.00044871306775,1.00183384533605,"true"
"114","N.ya[10,2]",0.999696574779188,1.00008495695026,"true"
"115","N.ya[11,2]",1.00026264550729,1.0019438602516,"true"
"116","N.ya[12,2]",1.00206457933062,1.00741197356178,"true"
"117","N.ya[13,2]",1.00000747734434,1.00013535171804,"true"
"118","N.ya[14,2]",1.00020830789803,1.00124776949285,"true"
"119","N.ya[15,2]",1.00116389173248,1.00137172916517,"true"
"120","N.ya[16,2]",1.00007579814481,1.00019980966212,"true"
"121","N.ya[17,2]",1.00039404469708,1.00229652831409,"true"
"122","N.ya[18,2]",1.00007394230679,1.00155088271474,"true"
"123","N.ya[19,2]",1.00124996911397,1.00561222736866,"true"
"124","N.ya[20,2]",0.99993169536352,1.0010466687049,"true"
"125","N.ya[21,2]",1.001173221096,1.00515368023423,"true"
"126","N.ya[22,2]",1.00145730751833,1.00552759481598,"true"
"127","N.ya[23,2]",1.00305441990179,1.0069262561077,"true"
"128","N.ya[24,2]",0.999768284704209,0.99985996895884,"true"
"129","N.ya[25,2]",0.99981585573481,1.00030505751411,"true"
"130","N.ya[26,2]",1.0001682757543,1.00183188115355,"true"
"131","N.ya[27,2]",1.00131828340571,1.00539959319313,"true"
"132","N.ya[28,2]",1.00496570857451,1.01872272736119,"true"
"133","N.ya[29,2]",1.00286662951356,1.00796800429518,"true"
"134","N.ya[30,2]",1.00012752729673,1.00051750881336,"true"
"135","N.ya[31,2]",1.00184895007274,1.00719917446395,"true"
"136","N.ya[32,2]",1.00061768465313,1.00111732345305,"true"
"137","N.ya[33,2]",1.0012082380167,1.00467871788475,"true"
"138","N.ya[34,2]",1.00028807385444,1.002190923517,"true"
"139","N.ya[1,3]",1.00018520043856,1.00175002129803,"true"
"140","N.ya[2,3]",1.000002069444,1.00104061750102,"true"
"141","N.ya[3,3]",1.00431563108903,1.01123909509279,"true"
"142","N.ya[4,3]",0.999731483739075,0.99978809365202,"true"
"143","N.ya[5,3]",1.00129901795314,1.00476598838183,"true"
"144","N.ya[6,3]",1.00355826448149,1.00436398249563,"true"
"145","N.ya[7,3]",1.00019073395376,1.00161635062156,"true"
"146","N.ya[8,3]",1.00151343023824,1.00166901368529,"true"
"147","N.ya[9,3]",1.01298107276269,1.02052516018553,"true"
"148","N.ya[10,3]",1.00018231076225,1.00124044490184,"true"
"149","N.ya[11,3]",1.00205689450463,1.00669169066666,"true"
"150","N.ya[12,3]",1.00168659599714,1.004242330309,"true"
"151","N.ya[13,3]",1.00238464237477,1.00436318967866,"true"
"152","N.ya[14,3]",0.999654985633562,1.00001392745553,"true"
"153","N.ya[15,3]",1.00576790943527,1.00843924642194,"true"
"154","N.ya[16,3]",1.0134366648817,1.02046968522941,"true"
"155","N.ya[17,3]",1.0028165533238,1.00756471012397,"true"
"156","N.ya[18,3]",1.0198535658724,1.02628069146418,"true"
"157","N.ya[19,3]",1.0026313713673,1.00265217984192,"true"
"158","N.ya[20,3]",0.999810500159619,1.00059687383403,"true"
"159","N.ya[21,3]",1.00051546275734,1.00276349593671,"true"
"160","N.ya[22,3]",0.999649045440762,0.999664049545668,"true"
"161","N.ya[23,3]",1.0052722392278,1.00935155891646,"true"
"162","N.ya[24,3]",1.00828685025231,1.01145085935846,"true"
"163","N.ya[25,3]",1.001786568992,1.00462954651747,"true"
"164","N.ya[26,3]",1.00031214418466,1.00093431012228,"true"
"165","N.ya[27,3]",1.0016007801463,1.00174411472522,"true"
"166","N.ya[28,3]",1.02819330488166,1.04417162766001,"true"
"167","N.ya[29,3]",0.999980602291391,1.00062888725617,"true"
"168","N.ya[30,3]",1.00126718769772,1.00278667344338,"true"
"169","N.ya[31,3]",1.0047580723566,1.00936512239871,"true"
"170","N.ya[32,3]",1.00085436160235,1.0018434583818,"true"
"171","N.ya[33,3]",1.01532655337048,1.01995232362942,"true"
"172","N.ya[34,3]",1.00045702351993,1.00073383086981,"true"
"173","R[1]",1.24702453875107,1.33001576664967,"false"
"174","R[2]",1.00177986032079,1.0074710027922,"true"
"175","R[3]",1.0000717604005,1.00064004052715,"true"
"176","R[4]",1.00092979880906,1.00440102582795,"true"
"177","R[5]",1.00124889839716,1.0027446962979,"true"
"178","R[6]",0.999749840131966,1.00020400749735,"true"
"179","R[7]",1.00472554771756,1.0114786181678,"true"
"180","R[8]",1.00017808779891,1.00176486521677,"true"
"181","R[9]",1.00431602737741,1.01371179644688,"true"
"182","R[10]",1.00197266442477,1.00683731919942,"true"
"183","R[11]",1.00096731057046,1.00241054729762,"true"
"184","R[12]",1.00119442760106,1.00532787854308,"true"
"185","R[13]",1.00150027615298,1.0065850972702,"true"
"186","R[14]",1.00100135466475,1.00149651658143,"true"
"187","R[15]",1.00000406031596,1.00047003643869,"true"
"188","R[16]",1.00021575442311,1.00022312447975,"true"
"189","R[17]",1.00102941690578,1.00272973600039,"true"
"190","R[18]",0.999884162408999,0.999990527514444,"true"
"191","R[19]",1.00039926657913,1.00205821983378,"true"
"192","R[20]",1.00123901541643,1.00536964876802,"true"
"193","R[21]",1.0008600275373,1.00394888295289,"true"
"194","R[22]",0.999956811101638,1.00045093209159,"true"
"195","R[23]",0.99979412109181,1.00004307618073,"true"
"196","R[24]",1.00211673084274,1.00498698670774,"true"
"197","R[25]",1.00025848990855,1.00181762781994,"true"
"198","R[26]",0.999783895732002,1.00049013413834,"true"
"199","R[27]",1.00050895539785,1.00216963912745,"true"
"200","R[28]",1.00363153129331,1.01062738962377,"true"
"201","R[29]",1.0051050306909,1.01956137406257,"true"
"202","R[30]",1.00292928006213,1.01053952240403,"true"
"203","R[31]",1.00014414999567,1.00133603170875,"true"
"204","R[32]",1.0008421607486,1.00306091254435,"true"
"205","R[33]",1.00061223517888,1.00215303603362,"true"
"206","R[34]",1.00092757874315,1.00177362422343,"true"
"207","R[35]",1.00059622856534,1.00274529139269,"true"
"208","R[36]",1.00259593282382,1.00761848518766,"true"
"209","S[1]",1.0016232157975,1.00642066455148,"true"
"210","S[2]",0.999638091901032,0.999846472614754,"true"
"211","S[3]",1.00169349136969,1.0071118235662,"true"
"212","S[4]",1.00111105236053,1.00387742400671,"true"
"213","S[5]",1.0001155962505,1.0009499237003,"true"
"214","S[6]",1.00111101694563,1.00158670023884,"true"
"215","S[7]",1.00459843259134,1.0155347231437,"true"
"216","S[8]",1.00025113868456,1.00173336973384,"true"
"217","S[9]",1.00177196914654,1.00451591080884,"true"
"218","S[10]",1.00050347223764,1.00074413932729,"true"
"219","S[11]",0.999917052190288,1.00090274250857,"true"
"220","S[12]",1.00205475697228,1.00838075054613,"true"
"221","S[13]",0.999971688082833,1.00019670875141,"true"
"222","S[14]",0.999818769149148,1.00005205815595,"true"
"223","S[15]",1.00012362674935,1.00129036801907,"true"
