"","variable","point_estimate","Upper C.I.","converge"
"1","B.sum",1.00041869164319,1.00286825225666,"true"
"2","D.sum",1.00007381070252,1.00035600944762,"true"
"3","H.B[1]",1.02458136704417,1.02821298403013,"true"
"4","H.B[2]",1.00289931094931,1.00657952667807,"true"
"5","H.B[3]",1.00332714241499,1.00411057358154,"true"
"6","H.B[4]",1.00060571051986,1.00309328107228,"true"
"7","H.B[5]",0.999608306524289,0.999708708683315,"true"
"8","H.B[6]",0.999630032982988,0.999682216206416,"true"
"9","H.B[7]",1.00103264699274,1.00431792464394,"true"
"10","H.B[8]",0.999770633837207,0.999786562127483,"true"
"11","H.B[9]",1.00136286776935,1.00518666216774,"true"
"12","H.B[10]",1.00061065693277,1.00157007265295,"true"
"13","H.B[11]",1.0004716919369,1.00273002430376,"true"
"14","H.B[12]",1.00115555163512,1.00306668619293,"true"
"15","H.B[13]",1.00063377092593,1.00106760585285,"true"
"16","H.B[14]",0.999908685549712,1.00086408960011,"true"
"17","H.B[15]",1.00037233944409,1.00101431879314,"true"
"18","H.B[16]",1.00342753595756,1.01168503228071,"true"
"19","H.B[17]",1.00038625099727,1.00132612689722,"true"
"20","H.B[18]",0.999589676481904,0.999601668512353,"true"
"21","H.B[19]",1.00012170406955,1.00016210853306,"true"
"22","H.B[20]",1.0006685858049,1.00298193927397,"true"
"23","H.B[21]",1.00012586683329,1.00168530922666,"true"
"24","H.B[22]",1.00153839258844,1.00316205484107,"true"
"25","H.B[23]",1.0006062050891,1.00291253208643,"true"
"26","H.B[24]",1.0004853326568,1.00310845380784,"true"
"27","H.B[25]",1.00064221000889,1.00356639984492,"true"
"28","H.B[26]",1.00067117305937,1.00216412449905,"true"
"29","H.B[27]",1.00100735679732,1.00375110008575,"true"
"30","H.B[28]",1.00050115068654,1.00169068329457,"true"
"31","H.B[29]",0.999870133290046,1.00064691013923,"true"
"32","H.B[30]",1.00032005013542,1.0014962846327,"true"
"33","H.B[31]",1.00035462844377,1.00163075209708,"true"
"34","H.B[32]",0.999898121367214,1.00074317559028,"true"
"35","H.B[33]",1.00051062842102,1.00181962104995,"true"
"36","H.B[34]",0.9998993623113,1.0000975043269,"true"
"37","H.B[35]",0.999693920772959,0.999701553412422,"true"
"38","H.B[36]",1.0012040901549,1.00438106842096,"true"
"39","H.B[37]",0.999698081424336,1.00015594210456,"true"
"40","N[1]",1.0239131113964,1.02803918246074,"true"
"41","N[2]",1.00321244619843,1.00658703613322,"true"
"42","N[3]",1.00226370774529,1.00230355315135,"true"
"43","N[4]",1.00020792726554,1.00158953026159,"true"
"44","N[5]",0.999693139569636,1.00018566944796,"true"
"45","N[6]",1.00247758255347,1.00465235178887,"true"
"46","N[7]",1.00036989970393,1.0018274852092,"true"
"47","N[8]",1.00237034387194,1.00383124846062,"true"
"48","N[9]",0.999751471810337,1.0001762233538,"true"
"49","N[10]",0.999797683274718,1.00027028857149,"true"
"50","N[11]",1.00025876621969,1.00151551611768,"true"
"51","N[12]",1.00060229656862,1.00254923592876,"true"
"52","N[13]",1.00083077419515,1.00204886481747,"true"
"53","N[14]",0.999898088133759,1.00043421386399,"true"
"54","N[15]",1.00067344734649,1.0018709925241,"true"
"55","N[16]",1.00176510049719,1.00571858931473,"true"
"56","N[17]",1.0002594636389,1.00090071064124,"true"
"57","N[18]",1.00007877158298,1.0001820245938,"true"
"58","N[19]",0.999793982007166,1.000125495636,"true"
"59","N[20]",1.00052111609982,1.00273307185912,"true"
"60","N[21]",0.999987702757919,1.00120892383998,"true"
"61","N[22]",1.00139461227949,1.00324856294583,"true"
"62","N[23]",1.00081028454928,1.0041080537443,"true"
"63","N[24]",1.00021710786967,1.0021233428705,"true"
"64","N[25]",1.00017892537513,1.00191070512065,"true"
"65","N[26]",1.00061667726692,1.00213384490067,"true"
"66","N[27]",1.00077981703385,1.00295706072109,"true"
